,length
0,[2.3032177  2.34908911 2.31758372 2.3184208 ]
1,"[4.03049565 4.00457701 4.03877569 2.39703189 2.60762673 4.29529173
 2.61331783 3.80258175 4.34296255 3.50736179 3.94025163 3.73890131
 2.44218777 3.9194318  3.01131954 3.39589008 2.80660412 3.0816356
 3.0993667  4.42965422 3.85677643]"
2,[2.43273283 2.41939007 2.53951731 2.46420085 2.37689008]
3,[2.31567432 2.43935232 2.30708469 2.44747472]
4,[2.40427273 2.35189222 2.36829121 2.39186702]
5,"[2.50470578 2.78147807 4.0189521  4.47492036 4.08375188 2.37297705
 4.02441684 4.46713323 4.20522601 3.50769627 3.71186484 3.04270474
 3.20352926 2.70189073 3.54256974 3.81547813 3.57879599 3.27089275
 2.39999887]"
6,[2.52616104 2.36941786 2.53097288 2.51643674 2.44938335]
7,[2.33203726 2.39773539 2.30885619 2.40230307]
8,[2.33855795 2.30885619 2.35605094 2.33335926]
9,[2.44434691 2.35273009 2.39430201 2.39103305]
10,[2.37834318 2.41324085 2.34620584 2.39391882]
11,[2.34826936 2.39582263 2.32162592 2.40359174]
12,[2.33335926 2.3751619  2.37777484 2.52029216]
13,[2.47748392 2.36280222 2.48720797 2.37768191 2.53571904]
14,[2.40230307 2.42037573 2.42589692 2.89081036 2.48102808]
15,[2.42660419 2.45199053 2.3710743  2.37984188 2.78147807]
16,[2.335438   2.29384784 2.35589716 2.36362142]
17,[2.39999887 3.0922523  2.89651307 2.43233024 2.4000859  2.38949191]
18,[2.37984188 2.32162592 2.42589692 2.46162416]
19,[2.37740105 2.36829121 2.34621035 2.40904118]
20,[2.52029216 2.50643342 2.51128694 2.31796297 2.42563809]
21,[2.37935692 2.45738821 2.43130665 2.87341831 2.34892223 2.55839976]
22,"[4.12679428 4.17807334 3.80039373 3.22741226 3.0732976  3.03949808
 3.67581302 4.60260176 2.51982911 3.32862011 2.41737093 4.27280066
 4.2680147  2.41390719 4.04412001 3.69175105 4.10348576 3.75433493
 2.61331783 4.74608773 3.8108962  4.07675146 2.40003399]"
23,[2.44922193 2.46608358 2.40983355 2.40905696]
24,[2.40873375 2.40091044 2.44500247 2.42660419]
25,[2.44938335 2.3829943  2.37568887 2.36276526]
26,[2.36548632 2.34892223 2.39391882 2.43991054]
27,[2.49578742 2.42455628 2.41262161 2.45912053 2.37297705]
28,[2.37689008 2.3710743  2.35605094 2.3815948 ]
29,[2.36593977 2.40516732 2.36941786 2.34432598]
30,[2.33416039 2.53571904 2.4403835  2.52910242]
31,[2.45595855 2.46149915 2.51982911 2.39703189]
32,[2.41061163 2.40383258 2.53097288 2.40476746]
33,[2.71997529 2.39034753 2.43233024 2.37435647 2.44434691]
34,[2.33885013 2.33783174 2.49086065 2.47397884]
35,[2.40904118 2.38766139 2.41303367 2.33855795]
36,[2.43847798 2.41737093 2.41324085 2.40033433]
37,[2.39186702 2.44500247 2.46570889 2.33203726]
38,[2.55604245 2.60481267 2.43273283 2.42124195]
39,[2.34432598 2.38766139 2.34908911 2.34189684]
40,[2.40843968 2.47472551 2.42506154 2.40413481]
41,[2.40905696 2.39204532 2.53951731 2.55604245 2.40913896]
42,[2.3815948  2.40126124 2.53774233 2.37480044]
43,[2.42616862 2.39344249 2.40427273 2.38500202]
44,[2.4109639  2.34350049 2.38250856 2.34856647]
45,[2.33912585 2.41517852 2.39344249 2.40502318]
46,[2.40913896 2.38624799 2.68781154 2.45199053 2.50470578]
47,[2.37452674 2.31758372 2.36092841 2.3167336 ]
48,[2.51898353 2.40205411 2.45967083 2.42382411]
49,[2.40003399 2.51643674 2.40205411 2.46598119 2.60762673]
50,[2.42382411 2.37568887 2.39034753 2.39929148]
51,[2.35563865 2.41390719 2.36558183 2.38624799]
52,[2.45912053 2.70189073 2.40126124 2.40869364 2.37269388]
53,[2.46392465 2.34001242 2.4109639  2.45595855]
54,[2.35470118 2.34621035 2.41939007 2.40873375]
55,[2.38349324 2.46598119 2.42150277 2.37452674]
56,[2.37269388 2.4000859  2.42506154 2.37834318]
57,[2.37435647 2.36238784 2.40562415 2.47748392]
58,[2.36276526 2.35909426 2.33652628 2.42616862]
59,"[2.39338711 2.55839976 3.94306582 3.65707467 3.57909886 3.98078653
 2.45269505 3.97286103 3.3788237  3.58954225 3.71270243 3.63815573
 3.68090876 4.20330014 2.41517852 3.66697615 3.65947268 2.49578742
 4.08375188 3.58399891 3.00864821]"
60,[2.44747472 2.39430201 2.34620584 2.36593977]
61,[2.42156851 2.43130665 2.34281254 2.31288006]
62,[2.40033433 2.37768191 2.46149915 2.52616104]
63,[2.44144397 2.36291887 2.35563865 2.36548632]
64,[2.40476746 2.34790154 2.428244   2.37935692]
65,[2.37211033 2.34209795 2.45738821 2.42156851]
66,[2.46570889 2.40869364 2.40630553 2.37211033]
67,[2.31887225 2.31796297 2.34281254 2.33912585]
68,[2.40359174 2.36256681 2.73972525 2.43935232 2.48023113]
69,[2.34189684 2.3751619  2.33783174 2.31597559]
70,[2.47397884 2.40983355 2.51128694 2.35470118]
71,[2.46608358 2.4403835  2.33466044 2.3829943 ]
72,[2.35585906 2.47472551 2.35273009 2.35045284]
73,[2.36362142 2.80660412 2.33466044 2.4016683  2.41694198]
74,[3.00864821 2.40502318 2.37340435 2.42455628 2.40843968]
75,[2.52910242 2.53774233 2.44922193 2.34790154 2.44144397]
76,[2.30708469 2.33807216 2.34001242 2.3032177 ]
77,[2.38690566 2.42259127 2.36280222 2.41061163]
78,"[2.41694198 3.15467203 2.46420085 3.01841333 2.73972525 2.36238784
 2.99397092]"
79,[2.42287514 2.37777484 2.30509312 2.33416039]
80,[2.48023113 2.40562415 2.48611189]
81,[2.39103305 2.35189222 2.40516732 2.38690566]
82,[2.31597559 2.33801811 2.33652628 2.31887225]
83,[2.35481905 2.38250856 2.36092841 2.37340435]
84,[2.43991054 2.42150277 2.68781154 2.45269505 2.51898353]
85,"[3.23368357 2.45967083 3.9119661  2.4016683  4.01891281 3.84303926
 3.01131954 3.19531242 4.07294574 3.8206388  2.39582263 3.67273044
 3.0922523  4.01237829 3.44830405 3.751814   3.2470109  2.71997529]"
86,[2.40630553 2.39773539 2.40383258 2.33801811]
87,[2.42124195 2.38500202 2.41262161 2.42259127]
88,[2.37480044 2.33149207 2.36291887 2.37282491]
89,[2.42563809 2.34350049 2.36558183 2.40091044]
90,[2.48611189 2.41303367 2.48720797 2.42287514]
91,[2.48102808 2.37282491 2.50643342 2.46392465]
92,[2.39929148 2.3167336  2.49086065 2.35585906]
93,[2.40413481 2.34209795 2.42037573 2.31567432]
94,[2.35045284 2.35589716 2.36256681 2.37740105]
95,[2.31288006 2.33807216 2.38349324 2.35481905]
96,[2.34856647 2.44218777 2.34826936 2.335438  ]
97,[2.46162416 2.38949191 2.33149207 2.92158045 2.43847798]
98,[2.3184208  2.30509312 2.29384784 2.33885013]
99,[2.428244   2.87341831 2.60481267 2.35909426 2.39204532 2.39338711]
